timestamp,src_ip,dst_ip,dst_port,protocol,bytes_sent,bytes_recv,duration_sec,packets,label
2026-06-22 18:54:25,10.0.4.162,104.251.88.122,22,UDP,593394865,18068,12.54,19749,anomaly
2026-06-30 11:17:48,10.0.5.189,34.67.42.108,993,TCP,54566,40148,221.78,1256,normal
2026-06-06 10:26:03,10.0.5.158,192.8.170.215,123,TCP,372654,65452,188.61,1115,normal
2026-06-15 09:40:57,10.0.5.104,104.31.33.50,587,TCP,474960,615454,433.31,751,normal
2026-06-23 19:47:09,10.0.5.130,104.88.1.80,587,TCP,44123,181068,266.09,565,normal
2026-06-13 11:01:35,10.0.3.23,8.46.93.187,53,ICMP,179119,489000,340.95,1427,normal
2026-06-04 22:23:11,10.0.2.118,8.126.157.215,80,ICMP,328631,21184,460.06,22,normal
2026-06-30 05:34:57,10.0.5.74,34.142.71.145,53,UDP,391957,792647,442.89,636,normal
2026-06-15 08:39:26,10.0.5.113,52.47.250.91,123,UDP,98794,286150,530.15,363,normal
2026-06-27 08:05:23,10.0.0.244,203.197.79.138,993,TCP,336601,548550,269.86,1293,normal
2026-06-26 21:11:13,10.0.1.88,192.137.46.132,3306,UDP,227564,363873,387.64,1397,normal
2026-06-10 14:09:16,10.0.1.122,34.239.165.96,993,ICMP,136858,33075,553.16,1059,normal
2026-06-26 15:47:24,10.0.0.41,104.243.171.87,993,UDP,472627,35594,193.49,215,normal
2026-06-30 11:39:57,10.0.0.113,203.233.222.188,587,TCP,478852,375494,183.83,957,normal
2026-06-19 04:10:30,10.0.3.77,8.119.55.108,443,ICMP,132521,758610,223.99,692,normal
2026-06-20 09:11:49,10.0.2.227,172.101.71.34,587,TCP,302870,420316,355.89,336,normal
2026-06-16 03:53:50,10.0.3.102,34.235.0.169,3306,UDP,47494,324396,475.74,290,normal
2026-06-07 17:05:12,10.0.3.24,192.125.78.176,3306,TCP,158058,322565,48.32,484,normal
2026-06-26 06:35:54,10.0.5.101,192.108.241.172,443,ICMP,2692,500631,95.68,205,normal
2026-06-18 03:00:53,10.0.1.103,203.167.144.210,80,UDP,127366,800222,550.18,794,normal
2026-06-20 07:46:38,10.0.4.46,203.120.188.93,53,TCP,37668,363816,293.04,1202,normal
2026-06-16 11:12:32,10.0.1.128,34.22.108.78,993,TCP,320212,628375,451.04,159,normal
2026-06-20 19:34:05,10.0.5.211,104.17.133.246,123,UDP,343007,188713,255.48,584,normal
2026-06-20 04:38:11,10.0.2.176,192.51.207.206,3306,TCP,357842,542579,500.56,953,normal
2026-06-01 13:21:10,10.0.5.246,192.205.216.198,53,UDP,301398,531697,230.46,932,normal
2026-06-03 11:32:19,10.0.3.183,52.186.57.202,587,UDP,389155,665020,69.66,923,normal
2026-06-09 03:20:27,10.0.5.152,52.101.232.112,53,UDP,201149,912690,404.86,308,normal
2026-06-03 05:01:29,10.0.5.95,52.217.172.173,53,ICMP,63827,910155,293.82,752,normal
2026-06-14 11:28:49,10.0.3.84,52.18.57.92,443,TCP,284656,280316,107.32,731,normal
2026-06-02 15:59:34,10.0.1.163,104.220.140.89,80,ICMP,130452,183845,50.52,194,normal
2026-06-21 20:17:44,10.0.0.20,52.190.19.38,587,UDP,481802,865774,542.16,1073,normal
2026-06-28 17:34:46,10.0.5.192,52.216.205.6,53,UDP,462541,106134,229.21,1486,normal
2026-06-09 08:54:47,10.0.4.67,52.124.25.96,53,TCP,342405,778861,529.77,888,normal
2026-06-27 02:14:30,10.0.2.129,192.23.204.233,3306,TCP,490560,458270,164.94,1411,normal
2026-06-09 05:59:43,10.0.2.69,104.162.49.57,993,TCP,2748,427062,124.36,849,normal
2026-06-11 05:34:01,10.0.3.151,104.168.199.122,993,ICMP,115997,66917,366.87,1492,normal
2026-06-26 09:06:00,10.0.3.54,172.87.199.66,443,ICMP,167684,363291,493.59,311,normal
2026-06-19 08:06:02,10.0.1.192,172.189.155.75,123,TCP,299632,82527,378.87,1150,normal
2026-06-15 08:25:28,10.0.4.111,104.11.145.143,587,UDP,15600,163573,374.96,342,normal
2026-06-23 08:02:15,10.0.1.55,8.148.91.222,53,UDP,281953,138194,227.12,253,normal
2026-06-08 05:47:49,10.0.3.231,172.142.163.198,3306,TCP,385168,420701,330.09,721,normal
2026-06-17 12:41:40,10.0.4.137,104.115.206.127,123,ICMP,463967,720308,576.15,1303,normal
2026-06-22 02:43:18,10.0.0.137,203.171.237.168,443,UDP,235744,164692,554.35,364,normal
2026-06-08 20:09:43,10.0.5.8,172.114.70.157,443,TCP,201087,608439,391.9,857,normal
2026-06-29 05:07:32,10.0.1.43,172.241.46.244,123,ICMP,314446,598401,439.32,47,normal
2026-06-17 20:27:01,10.0.1.118,52.122.89.121,587,TCP,463314,828349,392.5,1131,normal
2026-06-10 02:13:20,10.0.1.176,172.227.123.204,443,UDP,34080,937994,18.63,1183,normal
2026-06-09 01:11:29,10.0.1.119,192.35.3.192,3306,TCP,58378,842826,362.44,679,normal
2026-06-02 11:18:43,10.0.2.227,192.61.12.113,53,UDP,454690,545115,597.32,790,normal
2026-06-22 21:10:52,10.0.2.103,192.225.219.202,3306,TCP,153697,851189,239.1,1486,normal
2026-06-06 15:30:06,10.0.2.106,192.173.72.234,993,TCP,137725,794858,495.15,229,normal
2026-06-12 01:29:50,10.0.5.126,203.125.133.88,53,UDP,138778,101943,198.08,1421,normal
2026-06-14 10:32:44,10.0.0.195,34.75.147.7,123,ICMP,412910,472353,419.77,1164,normal
2026-06-11 01:24:56,10.0.5.79,104.225.150.40,80,ICMP,190271,748576,174.8,1467,normal
2026-06-06 20:24:09,10.0.4.78,34.6.132.94,53,TCP,450540,402990,154.46,467,normal
2026-06-24 03:31:47,10.0.1.151,203.160.191.97,123,ICMP,271061,425658,286.24,349,normal
2026-06-23 02:01:41,10.0.0.88,34.158.105.58,53,ICMP,275475,505568,105.31,778,normal
2026-06-07 19:56:17,10.0.3.146,192.6.116.190,123,UDP,382181,827714,71.84,404,normal
2026-06-10 05:13:23,10.0.2.142,172.40.28.115,587,TCP,209024,656930,59.39,675,normal
2026-06-26 18:59:33,10.0.1.177,192.233.90.11,993,TCP,134355,836098,443.69,1413,normal
2026-06-28 17:20:17,10.0.2.16,34.116.124.150,80,ICMP,47998,779307,114.09,131,normal
2026-06-27 10:54:30,10.0.0.51,104.59.226.22,3306,ICMP,281607,924567,468.87,654,normal
2026-06-22 15:57:12,10.0.4.111,203.57.226.200,587,TCP,309102,225537,359.02,615,normal
2026-06-30 05:55:12,10.0.4.70,104.90.168.130,123,UDP,332987,644359,453.35,2,normal
2026-06-22 23:52:32,10.0.2.174,172.158.225.29,80,UDP,338412,314292,158.59,1090,normal
2026-06-09 06:59:31,10.0.5.78,8.226.175.164,22,UDP,1144245853,30935,9.97,6858,anomaly
2026-06-25 12:17:52,10.0.2.82,203.241.52.176,123,ICMP,408411,114092,457.74,437,normal
2026-06-14 15:44:59,10.0.1.219,34.80.166.245,80,UDP,299472,704624,92.84,321,normal
2026-06-24 12:07:30,10.0.3.240,203.155.189.38,80,UDP,413631,437260,467.87,552,normal
2026-06-14 22:29:21,10.0.3.196,104.2.206.15,443,ICMP,434856,781513,189.28,631,normal
2026-06-19 14:30:22,10.0.1.54,192.131.150.214,3306,ICMP,73463,479183,460.25,40,normal
2026-06-17 23:56:01,10.0.1.159,172.225.140.28,993,TCP,414769,401082,195.48,1147,normal
2026-06-04 09:17:15,10.0.5.100,192.249.127.72,443,TCP,379081,503083,564.9,1215,normal
2026-06-28 14:41:37,10.0.3.237,52.56.241.35,587,UDP,53283,58940,383.81,566,normal
2026-06-04 08:48:20,10.0.4.52,172.45.224.63,587,UDP,384114,433977,494.6,309,normal
2026-06-15 22:05:36,10.0.1.198,203.34.160.246,993,TCP,346492,273483,334.05,597,normal
2026-06-17 10:33:57,10.0.3.93,52.101.132.66,443,TCP,391886,927654,128.97,658,normal
2026-06-28 11:18:47,10.0.0.213,172.30.191.5,443,UDP,73641,125080,385.38,876,normal
2026-06-26 17:54:27,10.0.4.86,192.34.38.145,443,UDP,264452,915591,478.99,1104,normal
2026-06-05 04:38:35,10.0.4.167,34.37.220.210,587,UDP,278896,166009,479.17,180,normal
2026-06-13 14:24:29,10.0.5.148,52.232.221.228,53,TCP,461756,774931,91.41,677,normal
2026-06-01 23:27:25,10.0.2.110,34.132.114.150,53,TCP,3431,654086,496.95,39,normal
2026-06-15 20:45:34,10.0.4.40,34.75.105.79,123,ICMP,348962,210162,461.98,1177,normal
2026-06-09 06:20:06,10.0.1.169,34.103.155.42,3389,UDP,134723777,8444,10.85,3269,anomaly
2026-06-20 07:25:17,10.0.0.214,104.13.227.223,80,UDP,482381,227888,463.43,56,normal
2026-06-10 11:49:24,10.0.0.249,34.62.83.194,4444,TCP,991772200,26260,4.05,26263,anomaly
2026-06-10 12:58:07,10.0.1.253,8.184.244.66,443,TCP,388409,634329,215.1,649,normal
2026-06-24 03:40:07,10.0.2.93,52.33.222.243,443,TCP,8564,7708,228.08,861,normal
2026-06-30 16:09:19,10.0.2.187,192.165.23.37,443,TCP,367738,88653,390.29,799,normal
2026-06-12 07:58:11,10.0.0.153,203.107.150.96,443,TCP,67181,543914,93.54,1424,normal
2026-06-29 02:32:26,10.0.5.47,52.56.83.8,80,ICMP,219902,180895,104.87,1063,normal
2026-06-23 15:27:13,10.0.0.201,8.169.14.228,587,UDP,327943,391411,545.4,544,normal
2026-06-22 09:54:02,10.0.5.135,34.80.51.4,443,ICMP,75776,958054,244.65,1105,normal
2026-06-16 20:50:57,10.0.4.113,34.0.159.122,443,UDP,220239,69647,67.54,975,normal
2026-06-22 08:48:57,10.0.5.25,104.252.100.33,587,ICMP,67312,338660,393.86,749,normal
2026-06-10 23:32:32,10.0.5.104,52.53.127.58,993,TCP,494130,149622,135.41,169,normal
2026-06-12 09:47:11,10.0.4.133,172.136.67.84,993,ICMP,157967,344689,426.31,947,normal
2026-06-20 04:57:23,10.0.5.13,203.101.93.4,993,UDP,303855,772282,560.78,71,normal
2026-06-07 12:08:40,10.0.3.220,52.96.207.116,8080,UDP,560734604,10709,8.0,1383,anomaly
2026-06-10 18:39:29,10.0.2.87,34.130.174.207,993,ICMP,286298,461329,70.78,573,normal
2026-06-23 04:19:49,10.0.2.17,203.187.218.165,3306,ICMP,347833,101291,400.84,702,normal
2026-06-02 03:45:34,10.0.2.33,203.177.157.116,587,ICMP,119178,479753,498.06,247,normal
2026-06-20 20:24:35,10.0.1.37,203.113.8.51,443,ICMP,43598,909181,583.01,374,normal
2026-06-17 02:35:33,10.0.2.139,34.85.191.41,53,ICMP,79671,590325,515.97,1076,normal
2026-06-05 13:22:43,10.0.4.109,203.103.142.13,80,ICMP,332662,900764,370.95,1467,normal
2026-06-19 05:51:18,10.0.5.241,52.0.38.65,123,TCP,273646,441827,536.26,959,normal
2026-06-26 07:02:42,10.0.1.37,104.82.124.101,53,UDP,484045,769189,367.91,137,normal
2026-06-08 06:09:41,10.0.2.36,104.63.77.53,53,TCP,310172,202864,149.22,718,normal
2026-06-21 04:17:09,10.0.4.27,203.241.118.170,587,UDP,398865,343476,6.56,241,normal
2026-06-20 22:42:19,10.0.2.225,52.20.195.215,53,ICMP,283875,779099,366.06,315,normal
2026-06-12 15:01:07,10.0.2.58,172.52.45.188,993,UDP,223399,613494,101.16,1454,normal
2026-06-28 10:58:38,10.0.3.108,8.53.143.216,3306,ICMP,126606,911691,509.99,1013,normal
2026-06-13 13:19:57,10.0.0.26,192.248.124.150,123,TCP,266345,344902,251.85,515,normal
2026-06-23 12:38:14,10.0.4.215,172.192.195.11,443,ICMP,349081,278763,62.47,1452,normal
2026-06-28 09:10:06,10.0.1.93,172.215.201.184,53,TCP,416174,673996,572.45,1179,normal
2026-06-02 19:32:22,10.0.5.191,203.221.13.56,53,UDP,230915,893731,276.5,1071,normal
2026-06-26 19:14:11,10.0.2.92,203.176.180.250,22,UDP,756441049,6575,5.92,14505,anomaly
2026-06-12 07:38:17,10.0.1.143,203.164.205.193,123,TCP,25160,340375,274.98,1301,normal
2026-06-16 20:41:49,10.0.4.190,203.116.162.213,123,ICMP,442976,524216,514.0,684,normal
2026-06-14 22:03:06,10.0.1.194,104.103.135.220,443,ICMP,47512,670613,243.7,1274,normal
2026-06-23 02:13:22,10.0.0.29,34.158.151.194,80,UDP,229617,939393,216.94,327,normal
2026-06-26 11:34:34,10.0.4.235,192.207.134.38,53,ICMP,324356,729527,45.65,192,normal
2026-06-16 11:32:34,10.0.0.83,34.226.20.63,587,ICMP,69847,966109,231.21,602,normal
2026-06-25 22:32:09,10.0.1.113,192.110.74.4,80,TCP,143643,27739,296.75,1424,normal
2026-06-14 12:10:15,10.0.4.146,34.211.95.218,443,ICMP,449693,642059,290.02,899,normal
2026-06-24 14:25:37,10.0.5.204,52.134.220.95,993,UDP,301805,931868,541.42,793,normal
2026-06-17 14:08:57,10.0.2.221,203.126.65.25,993,TCP,123153,335806,324.27,158,normal
2026-06-24 02:16:45,10.0.2.184,192.114.238.69,80,ICMP,164456,109998,484.37,1238,normal
2026-06-27 03:14:53,10.0.0.144,104.29.177.123,53,TCP,324532,459240,298.33,894,normal
2026-06-07 17:31:04,10.0.5.154,104.220.68.253,993,TCP,34395,753888,165.73,517,normal
2026-06-19 00:48:13,10.0.4.205,172.208.73.197,123,TCP,162537,564648,418.35,624,normal
2026-06-25 13:24:43,10.0.4.31,203.36.32.136,993,UDP,452421,7204,582.54,109,normal
2026-06-19 19:52:46,10.0.0.167,104.61.169.23,3306,TCP,102136,260985,587.87,368,normal
2026-06-05 06:50:25,10.0.3.36,203.175.93.25,443,ICMP,497664,718744,232.53,835,normal
2026-06-15 03:54:22,10.0.3.52,34.179.41.87,80,UDP,225733,921865,151.28,186,normal
2026-06-21 13:24:48,10.0.5.96,8.86.0.247,587,TCP,135244,21491,527.59,125,normal
2026-06-25 01:56:00,10.0.0.245,34.96.255.47,8080,UDP,876251893,20171,0.65,19614,anomaly
2026-06-25 08:35:13,10.0.4.46,104.90.76.209,587,UDP,50937,914560,409.94,317,normal
2026-06-21 06:10:01,10.0.2.28,52.92.85.231,3306,UDP,490462,563803,532.95,247,normal
2026-06-05 12:55:31,10.0.3.201,104.59.33.87,993,ICMP,81497,643078,552.01,932,normal
2026-06-12 04:56:23,10.0.0.235,104.50.46.170,53,UDP,428750,514707,113.09,828,normal
2026-06-30 19:13:20,10.0.5.52,52.164.69.115,443,ICMP,295272,603122,421.35,1069,normal
2026-06-10 00:18:18,10.0.3.27,52.247.199.79,443,TCP,223614,423974,261.14,169,normal
2026-06-23 15:31:50,10.0.1.243,8.157.88.165,3306,TCP,404243,717380,419.37,1081,normal
2026-06-15 06:35:47,10.0.4.14,203.222.91.131,23,UDP,110050316,3193,19.34,13612,anomaly
2026-06-17 21:02:43,10.0.2.19,192.104.253.53,80,ICMP,477549,225012,59.28,381,normal
2026-06-26 23:50:40,10.0.0.232,34.169.90.253,53,UDP,23815,966977,228.96,1412,normal
2026-06-18 17:53:52,10.0.1.160,192.132.216.175,80,ICMP,481178,878583,241.24,320,normal
2026-06-26 23:10:45,10.0.3.177,8.212.211.97,993,UDP,328404,324885,123.01,1339,normal
2026-06-13 15:44:53,10.0.5.102,8.229.65.170,53,ICMP,428298,817176,292.98,1230,normal
2026-06-11 03:32:04,10.0.4.84,34.131.203.73,53,TCP,60539,166743,541.34,1001,normal
2026-06-25 09:44:18,10.0.0.143,203.254.102.33,443,TCP,299000,274301,65.18,245,normal
2026-06-24 14:02:02,10.0.5.207,8.123.223.158,80,TCP,57427,116918,137.26,795,normal
2026-06-17 21:07:28,10.0.1.186,52.22.7.243,587,TCP,231847,626101,461.5,1358,normal
2026-06-07 22:48:21,10.0.0.101,104.78.149.130,80,ICMP,131592,966719,105.4,947,normal
2026-06-03 21:31:14,10.0.0.216,34.147.82.37,53,UDP,101989,352304,394.84,899,normal
2026-06-25 21:36:20,10.0.5.44,192.164.189.10,53,ICMP,359112,68395,246.01,1095,normal
2026-06-07 12:43:57,10.0.4.31,203.114.18.145,53,UDP,122606,6288,228.79,1153,normal
2026-06-25 19:55:04,10.0.3.234,192.121.251.157,9001,UDP,1073121850,37553,12.93,10255,anomaly
2026-06-12 09:06:22,10.0.2.58,34.146.89.247,443,ICMP,333912,477185,287.53,314,normal
2026-06-18 16:17:16,10.0.3.106,192.116.205.33,80,TCP,193078,776052,12.66,615,normal
2026-06-29 12:18:22,10.0.3.244,104.237.186.87,993,UDP,212852,441697,530.18,944,normal
2026-06-15 20:05:42,10.0.4.50,203.186.237.141,993,TCP,379321,555778,123.63,445,normal
2026-06-19 13:52:23,10.0.3.77,203.211.26.52,587,ICMP,112042,412011,84.88,223,normal
2026-06-10 21:12:21,10.0.3.7,192.105.197.146,443,TCP,82266,691794,230.64,1060,normal
2026-06-08 20:14:17,10.0.1.39,104.162.239.63,443,ICMP,356946,590829,461.57,1314,normal
2026-06-06 22:36:48,10.0.5.225,8.49.33.22,587,ICMP,165887,640106,559.82,1255,normal
2026-06-01 23:26:00,10.0.1.191,34.109.157.216,123,UDP,455949,55415,198.97,185,normal
2026-06-04 00:06:23,10.0.5.45,52.155.51.206,443,UDP,165512,611890,542.72,915,normal
2026-06-26 13:43:10,10.0.1.144,172.240.143.177,587,UDP,79800,171287,249.17,1091,normal
2026-06-12 08:24:07,10.0.3.98,104.87.10.151,80,UDP,76984,953449,267.0,81,normal
2026-06-17 11:49:59,10.0.4.89,52.43.189.18,443,ICMP,299945,190766,268.46,41,normal
2026-06-09 01:35:08,10.0.1.247,192.164.149.183,3306,ICMP,355238,412836,550.07,228,normal
2026-06-04 18:44:22,10.0.2.218,52.98.143.252,443,TCP,419172,518882,9.67,1209,normal
2026-06-24 16:27:57,10.0.5.79,52.229.221.87,993,TCP,256796,334142,543.5,107,normal
2026-06-02 20:11:17,10.0.0.34,203.5.9.78,123,ICMP,398435,688692,274.91,165,normal
2026-06-18 07:47:12,10.0.3.86,52.217.208.182,123,ICMP,199338,407363,21.69,1377,normal
2026-06-16 13:41:08,10.0.0.234,104.43.163.221,123,UDP,377124,274394,331.47,1002,normal
2026-06-24 03:44:57,10.0.1.96,8.78.121.200,80,TCP,425169,134869,483.76,220,normal
2026-06-04 23:26:55,10.0.0.40,172.235.169.202,3306,ICMP,379216,14200,441.93,699,normal
2026-06-05 19:35:39,10.0.5.244,8.1.221.203,80,TCP,369276,145553,119.79,167,normal
2026-06-11 14:34:13,10.0.1.182,104.95.240.74,23,UDP,220535879,25455,6.48,18345,anomaly
2026-06-27 22:24:55,10.0.2.37,172.96.63.180,80,TCP,232106,194010,304.6,163,normal
2026-06-04 10:46:12,10.0.4.76,172.211.146.56,443,ICMP,168609,793123,595.19,333,normal
2026-06-20 09:52:16,10.0.2.194,34.33.31.17,993,UDP,385684,252566,318.38,1342,normal
2026-06-23 11:29:22,10.0.5.115,8.45.163.151,53,ICMP,31769,650054,453.41,881,normal
2026-06-17 10:49:44,10.0.3.92,192.245.189.128,3306,UDP,355669,69178,341.56,1490,normal
2026-06-14 15:56:48,10.0.5.91,104.238.236.84,80,TCP,286317,781256,114.25,1203,normal
2026-06-19 08:26:29,10.0.1.202,52.195.76.103,443,TCP,243575,474241,91.7,790,normal
2026-06-17 15:27:00,10.0.1.25,8.200.241.39,587,TCP,428655,694018,543.23,310,normal
2026-06-13 07:53:21,10.0.1.125,172.255.221.112,123,TCP,260840,411384,95.07,1126,normal
2026-06-08 06:34:31,10.0.3.156,52.72.120.133,123,ICMP,31431,370634,576.87,138,normal
2026-06-23 11:49:51,10.0.5.80,192.219.62.154,80,UDP,257266,13697,574.12,1294,normal
2026-06-06 21:22:33,10.0.3.17,8.228.189.107,123,ICMP,380081,391590,484.29,263,normal
2026-06-12 04:49:13,10.0.2.143,52.169.99.231,993,UDP,360957,244877,546.1,641,normal
2026-06-06 18:51:20,10.0.1.126,172.240.9.81,587,TCP,300136,955752,137.43,1215,normal
2026-06-24 06:06:56,10.0.3.155,192.136.34.116,587,UDP,393416,155661,374.2,167,normal
2026-06-18 17:31:49,10.0.3.64,34.1.167.92,3306,TCP,403773,289727,427.17,746,normal
2026-06-29 05:55:30,10.0.4.52,203.96.61.76,123,ICMP,410976,286107,574.0,993,normal
2026-06-03 18:09:47,10.0.3.180,203.5.152.67,3306,UDP,274565,837753,302.53,509,normal
2026-06-10 07:05:09,10.0.3.199,34.228.195.143,53,UDP,15210,683388,386.43,864,normal
2026-06-08 03:27:38,10.0.5.156,104.145.83.151,123,TCP,164772,113078,562.15,934,normal
2026-06-06 20:23:20,10.0.1.81,203.192.13.161,443,UDP,65067,55070,520.66,1132,normal
2026-06-20 18:19:41,10.0.2.145,203.20.28.186,993,UDP,93422,342575,367.89,71,normal
2026-06-07 00:02:31,10.0.1.24,203.184.182.87,80,ICMP,35696,146807,91.03,1071,normal
2026-06-04 16:38:26,10.0.5.203,104.79.45.209,587,UDP,36578,516477,240.4,128,normal
2026-06-10 10:22:28,10.0.5.175,172.12.26.165,80,TCP,400008,955797,521.21,466,normal
2026-06-11 06:19:30,10.0.2.100,203.202.9.131,23,UDP,520300859,49810,4.73,6001,anomaly
2026-06-14 04:21:31,10.0.1.59,172.251.3.90,8080,TCP,941074104,36146,1.45,7557,anomaly
2026-06-04 16:03:37,10.0.4.2,192.144.136.143,80,TCP,267040,942328,497.44,814,normal
2026-06-18 00:50:32,10.0.2.230,52.201.61.167,123,TCP,437787,211478,452.53,525,normal
2026-06-13 23:42:28,10.0.0.191,203.105.102.195,22,UDP,1149093093,26687,4.17,4692,anomaly
2026-06-26 22:49:47,10.0.2.119,8.117.129.56,3306,UDP,436795,723355,404.56,1215,normal
2026-06-24 06:15:01,10.0.5.100,192.167.234.252,80,UDP,113568,869985,108.63,684,normal
2026-06-18 18:48:38,10.0.1.20,172.54.0.219,123,ICMP,482874,515666,288.16,1223,normal
2026-06-02 10:04:39,10.0.3.187,172.81.49.14,123,UDP,5978,992878,164.61,1,normal
2026-06-17 18:00:13,10.0.5.6,52.17.61.78,123,UDP,221960,777982,525.88,156,normal
2026-06-07 10:55:16,10.0.5.244,192.15.243.45,53,ICMP,488865,930566,589.97,420,normal
2026-06-01 15:40:07,10.0.2.70,8.245.32.188,993,ICMP,123204,477458,521.89,1188,normal
2026-06-07 23:26:13,10.0.3.45,8.22.32.246,443,UDP,355577,395858,18.04,1019,normal
2026-06-13 18:44:45,10.0.1.61,192.229.0.167,993,UDP,251323,212644,481.18,50,normal
2026-06-03 00:11:55,10.0.5.218,192.24.146.94,443,TCP,449413,456591,335.41,1440,normal
2026-06-05 00:34:38,10.0.5.142,172.74.164.189,993,UDP,430390,495526,326.8,765,normal
2026-06-30 02:18:22,10.0.1.209,192.253.208.93,3306,UDP,304298,421396,223.33,712,normal
2026-06-20 15:32:05,10.0.3.193,172.84.21.88,993,UDP,463975,144427,199.75,735,normal
2026-06-24 01:04:58,10.0.1.218,203.71.105.212,993,ICMP,327812,152196,359.32,1107,normal
2026-06-19 00:55:05,10.0.0.148,8.130.84.190,53,ICMP,461852,117414,594.3,1115,normal
2026-06-11 07:42:43,10.0.4.240,104.201.112.148,3306,UDP,175683,513042,70.24,1499,normal
2026-06-16 23:31:47,10.0.5.230,203.96.0.229,443,TCP,394136,111696,135.57,1319,normal
2026-06-23 23:03:51,10.0.2.212,34.49.97.7,80,UDP,75783,960431,43.42,628,normal
2026-06-01 17:42:01,10.0.2.116,8.216.183.170,53,TCP,108673,194835,496.61,1394,normal
2026-06-19 08:11:00,10.0.4.151,104.21.251.251,123,UDP,157499,359939,232.71,427,normal
2026-06-02 10:25:31,10.0.0.109,192.179.251.7,3306,ICMP,16374,268307,420.41,786,normal
2026-06-18 07:01:02,10.0.0.63,192.48.232.98,587,TCP,398060,949979,52.19,517,normal
2026-06-16 08:30:15,10.0.3.56,172.210.48.3,3306,ICMP,246137,36110,193.79,1132,normal
2026-06-06 20:13:37,10.0.1.119,52.198.24.65,53,ICMP,409482,29707,561.33,911,normal
2026-06-27 15:41:07,10.0.0.75,172.169.218.29,3306,TCP,257577,182466,541.37,601,normal
2026-06-08 01:04:53,10.0.5.232,34.192.22.78,3306,ICMP,252883,509967,149.5,794,normal
2026-06-09 07:31:14,10.0.5.243,8.51.84.36,993,UDP,358206,612017,507.34,469,normal
2026-06-07 00:10:47,10.0.3.6,192.188.54.108,123,ICMP,317402,590207,14.3,1017,normal
2026-06-22 13:21:02,10.0.5.92,104.205.124.233,53,UDP,292276,736250,253.41,134,normal
2026-06-07 06:12:07,10.0.4.68,104.34.94.150,4444,UDP,235494330,37483,3.82,7439,anomaly
2026-06-19 19:23:07,10.0.3.3,52.30.6.29,993,ICMP,121864,212381,88.52,273,normal
2026-06-24 20:57:42,10.0.3.206,34.96.243.123,123,TCP,278244,9387,182.08,281,normal
2026-06-22 18:54:13,10.0.1.171,34.74.34.123,3306,TCP,203449,579996,380.07,1109,normal
2026-06-24 08:45:04,10.0.2.105,8.221.21.223,123,TCP,129634,657495,452.07,1282,normal
2026-06-15 14:03:49,10.0.4.215,203.115.65.123,443,UDP,101080,704382,435.92,766,normal
2026-06-28 23:37:50,10.0.4.134,52.254.38.111,80,TCP,213239,677523,523.14,1302,normal
2026-06-28 07:09:01,10.0.0.95,52.201.143.119,3306,ICMP,294585,89063,422.71,299,normal
